품목코드,품종,품목,규격,단위, 개당단가 , 구입연도 ,구입일자,수량,구입가격,발주일자,입고일자,리드타임
AJ-AEE-00001,전기통신,F-CV전선,1C 2.5SQ 0.6/1KV ,m, 755 ,2023,2023-01-01,12," 9,060 ",2022-12-25,2023-02-02,39
AU-AJI-00001,전기통신,고주파동축케이블(KSC 3610),"ECX  5C-2V, 1×0.8㎜(소선수*소선경) 75Ω",m, 910 ,2023,2023-09-26,40," 36,400 ",2023-09-19,2023-11-22,64
AJ-AEG-00001,전기통신,CPEV전화케이블,"0.5mm, 200P",m," 21,320 ",2023,2023-04-20,15," 319,800 ",2023-04-05,2023-05-09,34
AU-AJK-00001,전기통신,LAN(UTP) 케이블,"UTP CAT.5E/CM(U/UTP),  24AWG×4PR",m, 790 ,2023,2023-05-02,48," 37,920 ",2023-05-02,2023-06-30,59
AJ-AEI-00001,전기통신,에나멜동선,PEW/UEW 0.14mm,kg," 16,662 ",2023,2023-06-14,8," 133,296 ",2023-05-20,2023-11-11,175
AJ-AEJ-00001,전기통신,강제전선관,"KSC8401, 16mm, 21.0*2.20mm, 1.02kg/m",m," 3,100 ",2023,2023-11-21,12," 37,200 ",2023-11-01,2024-02-20,111
AJ-AHO-00001,전기통신,FC통신관,50mm(1본=60m),본," 21,500 ",2023,2023-09-25,19," 408,500 ",2023-09-04,2023-09-21,17
AJ-AEL-00001,전기통신,몰드변압기,"100KVA (22.9Kv/480Kv 이하) 3상, 표준소비효율",대," 14,600,000 ",2023,2023-02-21,11," 160,600,000 ",2023-02-07,2023-03-28,49
AJ-AEM-00001,전기통신,배선용차단기(MCCB),"TD 100N, 정격전압:460V,50KV, 정격전류:16~100, 극수3P, 열동전자식(고정형)",대," 133,700 ",2023,2023-07-07,49," 6,551,300 ",2023-06-12,2023-11-03,144
AJ-AEN-00001,전기통신,전자개폐기,"표준형 CMS-50, 11KW/220V, 22KW/460V, 2소자",대," 82,857 ",2023,2023-12-13,48," 3,977,136 ",2023-11-13,2024-04-05,144
AJ-AEO-00001,전기통신,형광램프,"컴팩트형광등 FPL, 36W 삼파장(오스람)",EA," 1,900 ",2023,2023-02-11,37," 70,300 ",2023-01-30,2023-04-08,68
AJ-AEP-00001,전기통신,축전지,"자동차용 축전지, BX80L/R(12V,80AH)",EA," 115,000 ",2023,2023-02-11,12," 1,380,000 ",2023-01-30,2023-03-20,49
AJ-AEQ-00001,소방설비,ABC소화기,"1.5KG(빌딩,공장용,대종규격)",대," 21,000 ",2023,2023-08-14,15," 315,000 ",2023-08-14,2023-12-18,126
AF-ACR-00001,건축자재,콘크리트벽돌,190*90*57mm(KS),매, 90 ,2023,2023-01-28,44," 3,960 ",2023-01-13,2023-07-02,170
AF-AJU-00001,건축자재,점토(미장)벽돌,190*90*57mm,매, 480 ,2023,2023-05-08,24," 11,520 ",2023-04-11,2023-07-20,100
AF-AJV-00001,건축자재,속빈콘크리트블록,"B-6, 150*190*390mm(KS)",매," 1,000 ",2023,2023-10-23,7," 7,000 ",2023-10-14,2024-01-11,89
AF-ACU-00001,건축자재,대리석,"신써니메이지(브러쉬) T28(벽체용)600×900,600×1200mm",㎡," 45,000 ",2023,2023-11-12,47," 2,115,000 ",2023-11-12,2024-03-01,110
AF-ACV-00001,건축자재,화강석,"화강석(원석), 포천석, A급",재," 10,000 ",2023,2023-07-12,23," 230,000 ",2023-06-13,2023-11-18,158
AF-ACX-00001,건축자재,외장타일,"200*200*9T(파스텔, 무유, 일반컬러)",㎡," 39,000 ",2023,2023-11-14,45," 1,755,000 ",2023-10-27,2024-02-05,101
AF-ACW-00001,건축자재,석재타일,GN150*150*15T (자기질),㎡," 31,000 ",2023,2023-12-27,21," 651,000 ",2023-12-24,2024-05-24,152
AF-ACY-00001,건축자재,아스팔트루핑,"루핑25Kg, 1m*21m (KSF 4902)",R/L," 50,000 ",2023,2023-05-27,35," 1,750,000 ",2023-05-21,2023-10-02,134
AF-ACZ-00001,건축자재,그을림점토기와,한식그을림기와(중와)여와 360*300*21,매," 2,860 ",2023,2023-02-25,9," 25,740 ",2023-02-01,2023-06-04,123
AF-AHS-00001,건축자재,아스팔트펠트,20kg 1m×42m KSF 4901,R/L ," 57,000 ",2023,2023-08-11,20," 1,140,000 ",2023-07-23,2023-12-10,140
AF-ADB-00001,건축자재,플라스틱창문틀,"미서기창115*1000*1000(유리:16T, 양면색상)",Set," 87,980 ",2023,2023-09-02,16," 1,407,680 ",2023-08-16,2023-08-17,1
AF-ADC-00001,건축자재,알루미늄새시,프로로폰(불소코팅) 에버그린,Kg," 10,900 ",2023,2023-07-10,42," 457,800 ",2023-06-16,2023-09-14,90
AF-ADD-00001,건축자재,판유리,"맑은유리, 5mm 152.4cm*304.8cm",㎡," 9,530 ",2023,2023-12-05,7," 66,710 ",2023-11-30,2024-03-10,101
AF-AJW-00001,건축자재,수성도료,"KSM 6010 2종 2급 백색, 내부용,18ℓ",Can," 75,500 ",2023,2023-03-13,23," 1,736,500 ",2023-03-09,2023-05-14,66
AF-ADF-00001,건축자재,유성도료(조합),"KSM 6020 1종 1급 백색, 18ℓ",Can," 221,000 ",2023,2023-02-15,48," 10,608,000 ",2023-02-04,2023-06-13,129
AF-ADG-00001,건축자재,도로용페인트,"KSM 6080  3종 가열형, 백색, 18ℓ",Can," 97,000 ",2023,2023-11-03,14," 1,358,000 ",2023-10-25,2024-03-09,136
AF-ADH-00001,건축자재,유성도료(에나멜),"KSM 6020  2종 1급, 백색, 18ℓ",Can," 119,350 ",2023,2023-05-11,8," 954,800 ",2023-04-18,2023-09-01,136
AF-AJX-00001,건축자재,숲탑스트롱,"블루 2.0T*1,830mm",㎡," 16,000 ",2023,2023-09-18,30," 480,000 ",2023-09-02,2023-09-11,9
AF-ADJ-00001,건축자재,디럭스타일,LG 3.0*300*300mm (디럭스마블),㎡," 9,200 ",2023,2023-05-07,28," 257,600 ",2023-04-17,2023-09-29,165
AF-ADK-00001,건축자재,스티로폼,"1호 10*900*1,800mm(비중 0.030)",매," 1,940 ",2023,2023-08-12,44," 85,360 ",2023-07-26,2023-08-14,19
AF-ADL-00001,건축자재,유리섬유보드,#64K(밀도) 50mm 1m*2m,㎡," 14,650 ",2023,2023-12-08,46," 673,900 ",2023-12-04,2024-04-04,122
AF-ADM-00001,건축자재,합판,(내수합판)12mm*1220mm*2440mm(4*8),매," 36,200 ",2023,2023-10-05,12," 434,400 ",2023-09-08,2023-12-12,95
AF-ADN-00001,건축자재,마이텍스,12mm*300*600mm,매," 10,400 ",2023,2023-07-22,2," 20,800 ",2023-07-10,2023-11-02,115
AF-ADO-00001,건축자재,일반석고보드,9.5mm*900mm*1800mm,매," 4,700 ",2023,2023-06-07,41," 192,700 ",2023-05-20,2023-10-02,135
AE-AJY-00001,토목자재,스트레트아스팔트,AP-3  침입도 80-100mm,kg, 970 ,2023,2023-04-16,50," 48,500 ",2023-03-28,2023-09-03,159
AE-ACG-00001,토목자재,아스콘,#467  기층용,M/T," 77,000 ",2023,2023-02-18,2," 154,000 ",2023-02-08,2023-05-09,90
AE-ACH-00001,토목자재,보차도경계석,직선  200*250*1000mm,EA," 29,520 ",2023,2023-09-16,46," 1,357,920 ",2023-08-22,2023-12-31,131
AE-ACI-00001,토목자재,보차도용콘크리트조립블록,"소형고압블록U형, 220×110×60(회색)",㎡," 10,500 ",2023,2023-08-03,29," 304,500 ",2023-07-06,2023-07-22,16
AE-ACJ-00001,토목자재,콘크리트보차도경계블록,KSF4006  B형 18*20.5*25*100mm,EA," 7,600 ",2023,2023-10-03,5," 38,000 ",2023-09-10,2023-11-13,64
AE-ACK-00001,토목자재,U형블록,222*110.5*60 회색,㎡," 8,500 ",2023,2023-04-09,30," 255,000 ",2023-03-27,2023-07-31,126
AE-ACL-00001,토목자재,돌망태,"사각개비온, 아연도금철선(4종) Ø4.0mm, 2.0*1.0*1.0m",EA," 94,900 ",2023,2023-04-11,29," 2,752,100 ",2023-03-12,2023-04-05,24
AE-ACM-00001,토목자재,흄관,500*42mm(보통관),본," 103,740 ",2023,2023-08-19,45," 4,668,300 ",2023-08-12,2024-02-07,179
AE-AJZ-00001,토목자재,콘크리트파일(PHC),A종 400*65*10m,본," 302,000 ",2023,2023-01-23,4," 1,208,000 ",2023-01-19,2023-02-02,14
AE-ACO-00001,토목자재,V.R관,400mm*60mm(보통관 A형 2종),본," 62,800 ",2023,2023-03-28,38," 2,386,400 ",2023-03-14,2023-04-18,35
AE-ACP-00001,토목자재,U형강널말뚝,400*150*13mm,M/T," 1,400,000 ",2023,2023-04-18,19," 26,600,000 ",2023-03-22,2023-07-14,114
AE-ACQ-00001,토목자재,산업용화약,"뉴마이트플러스Ⅰ 25mm, 20kg",Box," 112,200 ",2023,2023-03-04,1," 112,200 ",2023-02-24,2023-03-18,22
AK-AHP-00001,기계공구,수중모터펌프,심정용 SP-1027,대," 2,140,000 ",2023,2023-08-25,40," 85,600,000 ",2023-08-04,2023-10-23,80
AK-AES-00001,기계공구,교류아크용접기,HAW-180 15KVA 7.5KW 180A,대," 800,000 ",2023,2023-12-10,46," 36,800,000 ",2023-11-12,2024-01-30,79
AK-AET-00001,기계공구,용접봉,연강용 4.0mm(KSE-4301),kg," 3,666 ",2023,2023-08-11,9," 32,994 ",2023-07-23,2023-11-20,120
AK-AKA-00001,기계공구,일반드릴,PD-10C,대," 90,000 ",2023,2023-05-16,39," 3,510,000 ",2023-05-15,2023-10-08,146
AK-AEV-00001,기계공구,핸드그라인더,PG-6,대," 176,000 ",2023,2023-10-17,10," 1,760,000 ",2023-09-22,2024-02-22,153
AK-AEW-00001,기계공구,단열볼베어링,ZZ 6010(국산),EA," 9,230 ",2023,2023-03-18,47," 433,810 ",2023-02-18,2023-07-05,137
AK-AEX-00001,기계공구,유도전동기,저압모터 0.75KW 4P 삼상전폐(프리미엄),대," 602,000 ",2023,2023-02-02,17," 10,234,000 ",2023-01-05,2023-01-07,2
AL-AEY-00001,석유화학제품,나프타,공업용,ℓ, 587 ,2023,2023-12-11,4," 2,348 ",2023-12-01,2024-04-03,124
AL-AEZ-00001,석유화학제품,에틸렌,99.8%이상,Ton," 1,094,000 ",2023,2023-10-13,5," 5,470,000 ",2023-10-01,2023-11-17,47
AL-AFA-00001,석유화학제품,프로필렌,96% 화학용,Ton," 1,081,000 ",2023,2023-03-26,4," 4,324,000 ",2023-03-07,2023-07-15,130
AL-AFB-00001,석유화학제품,부타디엔,1.3부타디엔,Ton," 1,318,000 ",2023,2023-06-13,44," 57,992,000 ",2023-05-24,2023-09-30,129
AL-AFC-00001,석유화학제품,벤젠,99.9%,Ton," 1,121,000 ",2023,2023-03-23,37," 41,477,000 ",2023-02-27,2023-07-30,153
AL-AFD-00001,석유화학제품,톨루엔,99%,Ton," 1,088,000 ",2023,2023-02-19,27," 29,376,000 ",2023-01-29,2023-05-10,101
AL-AHU-00001,석유화학제품,자일렌,"P-X, para-xylene",Ton," 1,292,000 ",2023,2023-03-17,31," 40,052,000 ",2023-03-03,2023-05-10,68
AL-AHV-00001,석유화학제품,카프로락탐,박편 99.9%,Ton," 2,146,000 ",2023,2023-06-27,28," 60,088,000 ",2023-05-29,2023-07-25,57
AL-AFG-00001,석유화학제품,테레프탈산,"4CBA,25PPM이하",Ton," 981,000 ",2023,2023-04-25,4," 3,924,000 ",2023-04-02,2023-07-04,93
AL-AFH-00001,석유화학제품,에틸렌그리콜,MEG 99.9%,Ton," 700,000 ",2023,2023-03-14,5," 3,500,000 ",2023-03-04,2023-06-05,93
AL-AKB-00001,석유화학제품,염화비닐수지,(P.V.C) 일반용,Ton," 2,498,000 ",2023,2023-10-13,34," 84,932,000 ",2023-09-17,2023-10-21,34
AL-AKC-00001,석유화학제품,고밀도폴리에틸렌(H.D.P.E),사출용,Ton," 1,720,000 ",2023,2023-10-11,12," 20,640,000 ",2023-09-19,2023-10-16,27
AL-AKD-00001,석유화학제품,폴리스틸렌(P.S),GPPS,Ton," 2,600,000 ",2023,2023-03-27,20," 52,000,000 ",2023-03-22,2023-04-21,30
AL-AKE-00001,석유화학제품,ABS레진,일반용,Ton," 2,650,000 ",2023,2023-02-05,23," 60,950,000 ",2023-01-27,2023-03-09,41
AL-AKF-00001,석유화학제품,폴리프로필렌,"(P.P)수지용,일반용",Ton," 1,800,000 ",2023,2023-10-02,6," 10,800,000 ",2023-09-26,2024-01-01,97
AL-AHW-00001,석유화학제품,SAN레진,SAN,Ton," 2,450,000 ",2023,2023-09-15,20," 49,000,000 ",2023-09-14,2024-02-03,142
AL-AFO-00001,석유화학제품,페놀수지,함침용: KC-4300,kg," 2,800 ",2023,2023-04-02,46," 128,800 ",2023-03-07,2023-07-07,122
AL-AFP-00001,석유화학제품,페놀,99%,Ton," 1,332,000 ",2023,2023-09-12,20," 26,640,000 ",2023-08-27,2023-08-31,4
AL-AFQ-00001,석유화학제품,PE필름,0.03mm*90cm*183m,R/L," 37,660 ",2023,2023-04-04,5," 188,300 ",2023-03-17,2023-03-31,14
AL-AFR-00001,석유화학제품,PP필름,0.03mm*10cm*457m,R/L," 10,000 ",2023,2023-04-19,13," 130,000 ",2023-04-12,2023-05-29,47
AL-AFS-00001,석유화학제품,천연고무,RSS #3,kg," 3,500 ",2023,2023-03-11,32," 112,000 ",2023-02-27,2023-03-23,24
AL-AKG-00001,석유화학제품,합성고무,TPE,kg," 3,500 ",2023,2023-01-09,14," 49,000 ",2022-12-13,2023-01-05,23
AL-AKH-00001,석유화학제품,라텍스,섬유 접착제용,Ton," 3,130,000 ",2023,2023-04-09,40," 125,200,000 ",2023-03-26,2023-05-13,48
AL-AFV-00001,석유화학제품,아크릴판,"10T, 3*6, 900mm*1800mm",매," 226,000 ",2023,2023-09-11,33," 7,458,000 ",2023-08-20,2024-02-10,174
AL-AFW-00001,석유화학제품,아크릴파이프,100Ø 8*1000mm,EA," 113,300 ",2023,2023-12-15,4," 453,200 ",2023-11-24,2024-01-12,49
AL-AFX-00001,석유화학제품,PE판,10T 1200mm×2400mm,매," 300,000 ",2023,2023-06-11,27," 8,100,000 ",2023-05-25,2023-08-18,85
AM-AGI-00001,가스,산소,"99.99% 액체가스, 탱크로리 (L)",ℓ, 570 ,2023,2023-02-02,47," 26,790 ",2023-01-25,2023-07-16,172
AM-AGJ-00001,가스,질소,"99.99% 액체가스, 탱크로리",ℓ, 570 ,2023,2023-03-25,38," 21,660 ",2023-03-06,2023-08-01,148
AM-AGK-00001,가스,수소,"압축가스, 99.5% 40L (병)",병," 13,300 ",2023,2023-01-17,33," 438,900 ",2023-01-17,2023-01-18,1
AM-AGL-00001,가스,아세틸렌,98% 용접용 (kg),kg," 27,300 ",2023,2023-05-11,25," 682,500 ",2023-04-23,2023-06-01,39
AM-AFY-00001,화공약품,염산,35% 공업용 25kg,통," 18,620 ",2023,2023-12-20,9," 167,580 ",2023-12-19,2024-01-10,22
AM-AFZ-00001,화공약품,질산,68% 공업용 25kg,통," 27,840 ",2023,2023-03-08,41," 1,141,440 ",2023-02-16,2023-03-20,32
AM-AGA-00001,화공약품,인산,85%공업용 35kg,통," 169,100 ",2023,2023-05-20,36," 6,087,600 ",2023-04-27,2023-06-18,52
AM-AGB-00001,화공약품,황산,98% 공업용 25kg,통," 25,270 ",2023,2023-02-07,10," 252,700 ",2023-01-17,2023-02-07,21
AM-AGC-00001,화공약품,가성소다,98% 고체 25kg,포," 42,470 ",2023,2023-09-15,3," 127,410 ",2023-08-17,2023-09-20,34
AM-AGD-00001,화공약품,소다회,99% 중회(공업용) 25kg,포," 33,540 ",2023,2023-02-20,19," 637,260 ",2023-02-15,2023-06-28,133
AM-AGE-00001,화공약품,염화칼슘,74% 공업용 25kg,포," 20,520 ",2023,2023-10-18,20," 410,400 ",2023-10-02,2024-02-13,134
AM-AGF-00001,화공약품,암모니아수,25% 18KG,통," 25,840 ",2023,2023-01-20,2," 51,680 ",2022-12-30,2023-01-24,25
AM-AGG-00001,화공약품,과산화수소,"35% 액상, 20kg",통," 40,850 ",2023,2023-10-03,22," 898,700 ",2023-09-05,2023-12-12,98
AM-AGH-00001,화공약품,산화크롬,98.5% 25kg,통," 533,240 ",2023,2023-06-22,50," 26,662,000 ",2023-06-20,2023-08-16,57
AN-AKW-00001,섬유제품,면사,순면사 30수단사(코마)181.44kg (VAT포함),kg," 4,910 ",2023,2023-01-16,15," 73,650 ",2023-01-10,2023-07-03,174
AN-AKW-00001,섬유제품,면사,혼방면사 30수단사  코마 P/C 60/40 181.44kg (VAT포함),kg," 4,160 ",2023,2023-11-27,32," 133,120 ",2023-11-21,2024-04-24,155
AN-AKX-00001,섬유제품,폴리에스테르사,폴리에스테르F사 75D/36수 SPK (VAT포함 L/B당),kg," 2,260 ",2023,2023-04-26,10," 22,600 ",2023-04-19,2023-07-01,73
AN-AKX-00001,섬유제품,폴리에스테르사,폴리에스테르DTY 150 D/SD A급 (VAT포함 L/B당),kg," 2,240 ",2023,2023-07-14,26," 58,240 ",2023-07-04,2023-12-29,178
AN-AGQ-00001,섬유제품,아세테이트사,75D (VAT포함) kg당,kg," 6,860 ",2023,2023-03-20,4," 27,440 ",2023-03-05,2023-05-25,81
AN-AKY-00001,섬유제품,아크릴,32번수 단사 아크릴 (VAT포함) kg당,kg," 6,560 ",2023,2023-01-18,29," 190,240 ",2022-12-27,2023-04-18,112
AO-AGT-00001,용지,중질지,70g/㎡ 4ⅹ6판,연," 46,220 ",2023,2023-11-24,0, - ,2023-10-30,2024-01-26,88
AO-AGU-00001,용지,백상지,70g/㎡ 4ⅹ6판,연," 60,220 ",2023,2023-06-25,17," 1,023,740 ",2023-06-02,2023-07-18,46
AO-AGV-00001,용지,아트지,100g/㎡ 4ⅹ6판(양면),연," 82,220 ",2023,2023-03-14,40," 3,288,800 ",2023-02-24,2023-03-05,9
AO-AGY-00001,용지,마니라판지,비코팅200g/㎡ 4ⅹ6판,연," 131,840 ",2023,2023-05-21,20," 2,636,800 ",2023-05-06,2023-05-07,1
AO-AGZ-00001,용지,백크라프트지,75-120g/㎡ ,Ton," 2,346,000 ",2023,2023-08-03,31," 72,726,000 ",2023-07-25,2023-08-10,16
AO-AKZ-00001,용지,골판지,KA 180g/㎡ ,Ton," 639,910 ",2023,2023-08-10,6," 3,839,460 ",2023-08-09,2023-11-19,102
AO-AHB-00001,용지,알루미늄박지,(7-15μ)ⅹ100mm,kg," 6,500 ",2023,2023-07-19,44," 286,000 ",2023-06-30,2023-07-05,5
AO-AHC-00001,용지,전산지,백색평량70g/㎡,ton," 1,684,620 ",2023,2023-11-28,32," 53,907,840 ",2023-11-24,2024-04-18,146
AO-AGW-00001,용지,박엽지,노루지 평량 25g/㎡  Roll,연," 2,640,000 ",2023,2023-08-03,8," 21,120,000 ",2023-07-22,2023-09-04,44
AO-AGX-00001,용지,종이컵지,백색 평량 230g/㎡ ,Ton," 1,365,000 ",2023,2023-08-05,15," 20,475,000 ",2023-07-06,2023-07-26,20
AP-AHD-00001,사무용품,컴퓨터본체,DM500S9Z-AD2BA,대," 560,000 ",2023,2023-12-14,15," 8,400,000 ",2023-12-11,2024-03-22,102
AP-AHG-00001,사무용품,팩시밀리,FAX-L150,대," 260,000 ",2023,2023-03-13,17," 4,420,000 ",2023-02-16,2023-08-08,173
AP-ALA-00001,사무용품,책상,L형데스크 SD316R 1600×1200×720mm,EA," 446,000 ",2023,2023-12-27,26," 11,596,000 ",2023-11-27,2023-12-26,29
AP-ALB-00001,사무용품,회전의자,CH3100 685*665*1200~1270,EA," 1,371,000 ",2023,2023-12-09,50," 68,550,000 ",2023-11-25,2024-02-21,88
AP-AHF-00001,사무용품,CD-R,CD-R 700MB  52x 50장 케익 (LG),EA," 15,000 ",2023,2023-08-08,19," 285,000 ",2023-07-15,2023-12-11,149
AP-ALC-00001,사무용품,컬러 레이저프린터,CLP-360,대," 133,000 ",2023,2023-02-25,49," 6,517,000 ",2023-02-04,2023-07-02,148
AA-AAA-00001,철강재,원형봉강,SS275 16MM,kg," 1,020 ",2024,2024-02-02,46," 46,920 ",2024-01-23,2024-02-15,23
AA-AAC-00001,철강재,고장력철근,D10mm(하이바),M/T," 860,000 ",2024,2024-03-13,24," 20,640,000 ",2024-03-02,2024-06-25,115
AA-AHR-00001,철강재,초고장력철근,SD500 D10㎜,M/T," 900,000 ",2024,2024-01-02,47," 42,300,000 ",2023-12-17,2024-06-06,172
AA-AAD-00001,철강재,등변ㄱ형강(소형),65*65*6mm,kg," 1,040 ",2024,2024-10-27,16," 16,640 ",2024-10-13,2025-04-05,174
AA-AAE-00001,철강재,ㄷ형강,100*50*5mm,kg," 1,040 ",2024,2024-08-21,39," 40,560 ",2024-07-27,2024-12-24,150
AA-AAF-00001,철강재,4각강,12mm,kg," 1,020 ",2024,2024-10-11,34," 34,680 ",2024-09-18,2025-02-22,157
AA-AHY-00001,철강재,평강(평철),4.5t*50mm,kg," 1,020 ",2024,2024-08-11,45," 45,900 ",2024-07-19,2024-11-01,105
AA-AAH-00001,철강재,구조용H형강,"100*100*6*8mm(압연,중형)",M/T," 1,220,000 ",2024,2024-06-22,41," 50,020,000 ",2024-06-02,2024-11-24,175
AA-AAI-00001,철강재,열연박판,SS41 1.4≤T≤1.6mm(3'*6'),kg, 910 ,2024,2024-10-04,33," 30,030 ",2024-09-13,2024-12-03,81
AA-AAJ-00001,철강재,열연후판,SS41 12.0≤T≤20.0mm(8'*20'),kg," 1,010 ",2024,2024-04-14,18," 18,180 ",2024-04-11,2024-05-18,37
AA-AAK-00001,철강재,냉연강판,CR(SCP1) 1.0≤T≤1.75mm,kg," 1,070 ",2024,2024-10-14,18," 19,260 ",2024-09-28,2024-10-09,11
AA-AAL-00001,철강재,전기아연도강판,0.35≤T<0.4mm(3'*6'),매," 6,210 ",2024,2024-03-19,42," 260,820 ",2024-03-01,2024-03-24,23
AA-AAM-00001,철강재,아연도강판,T≤0.2mm(3'*6'),매," 4,110 ",2024,2024-03-22,36," 147,960 ",2024-03-12,2024-03-17,5
AA-AAN-00001,철강재,석도강판,0.25*5.6/5.6(50*50),M/T," 2,441,000 ",2024,2024-08-13,4," 9,764,000 ",2024-08-11,2024-11-12,93
AA-AHZ-00001,철강재,구조용강관,76.3*3.2mm,m," 8,550 ",2024,2024-03-28,19," 162,450 ",2024-02-27,2024-06-13,107
AA-AAP-00001,철강재,보통철선,#10 3.2mm,kg," 1,390 ",2024,2024-03-03,7," 9,730 ",2024-02-22,2024-03-09,16
AA-AAQ-00001,철강재,소철선(어닐링),#6 4.0mm,kg," 1,460 ",2024,2024-07-08,5," 7,300 ",2024-06-22,2024-09-01,71
AA-AAR-00001,철강재,아연도철선,1종 #8 4.0mm,kg," 1,710 ",2024,2024-10-15,19," 32,490 ",2024-09-26,2025-03-23,178
AA-AAS-00001,철강재,경강선,선경 1.0~1.19mm,kg," 2,760 ",2024,2024-02-10,6," 16,560 ",2024-02-02,2024-06-02,121
AA-AAT-00001,철강재,PC강선2종,단선12.7mm 단중0.785/m,kg," 2,010 ",2024,2024-07-01,25," 50,250 ",2024-06-07,2024-11-18,164
AA-AAU-00001,철강재,와이어로프,6*24(도금) 마심10mm,m," 1,350 ",2024,2024-12-06,38," 51,300 ",2024-11-15,2024-11-19,4
AA-AAV-00001,철강재,철못,N25 25KG(일반용),Box," 40,460 ",2024,2024-02-23,15," 606,900 ",2024-01-24,2024-06-08,136
AA-AAW-00001,철강재,육각볼트,M6*20mm,EA, 26 ,2024,2024-11-07,16, 416 ,2024-10-16,2024-11-10,25
AB-AIA-00001,특수강재,스테인리스판,STS304 2.0mm,M/T," 3,750,000 ",2024,2024-11-26,29," 108,750,000 ",2024-11-22,2025-04-30,159
AB-AIB-00001,특수강재,스테인리스선,0.3mm(스프링용),kg," 9,840 ",2024,2024-06-27,42," 413,280 ",2024-06-14,2024-11-07,146
AB-AAZ-00001,특수강재,구조용스테인리스관(원형),STS304 12.7*1.0mm*0.291kg/m,m," 3,020 ",2024,2024-10-19,8," 24,160 ",2024-09-20,2025-01-12,114
AB-AIC-00001,특수강재,회주철품,GC-200,kg," 3,750 ",2024,2024-02-21,2," 7,500 ",2024-01-26,2024-06-30,156
AB-ABB-00001,특수강재,기계구조용탄소강,SMxxC Ø25~250,kg," 1,900 ",2024,2024-06-24,47," 89,300 ",2024-06-24,2024-12-20,179
AC-ABC-00001,비철제품,동판(1종),0.5*400*1200mm(KSD5201),kg," 17,260 ",2024,2024-09-08,9," 155,340 ",2024-09-04,2025-01-07,125
AC-ABD-00001,비철제품,동봉,"두께6.1~10mm, 길이2~3mm",kg," 18,450 ",2024,2024-11-28,29," 535,050 ",2024-11-03,2025-04-07,155
AC-ABE-00001,비철제품,동선,7.0~12.9mm(경질AA급),kg," 17,900 ",2024,2024-09-01,19," 340,100 ",2024-08-10,2024-11-11,93
AC-ABF-00001,비철제품,황동판(2종),0.5*400*1200mm,kg," 12,980 ",2024,2024-05-23,45," 584,100 ",2024-04-29,2024-10-02,156
AC-ABG-00001,비철제품,전기동,99.99% 이상,Ton," 14,520,000 ",2024,2024-12-16,46," 667,920,000 ",2024-12-13,2025-01-30,48
AC-ABH-00001,비철제품,알루미늄괴,V-INGOT(수입),Ton," 4,290,000 ",2024,2024-11-25,20," 85,800,000 ",2024-11-18,2025-05-17,180
AC-ABI-00001,비철제품,니켈,99.9%이상,kg," 24,800 ",2024,2024-03-26,41," 1,016,800 ",2024-03-21,2024-07-12,113
AC-ABJ-00001,비철제품,카드뮴,99.9%이상(합금용),kg," 4,200 ",2024,2024-05-16,32," 134,400 ",2024-05-14,2024-10-14,153
AC-ABK-00001,비철제품,전기아연,99.995%(SHG),Ton," 5,000,000 ",2024,2024-07-13,29," 145,000,000 ",2024-06-29,2024-07-23,24
AC-ABL-00001,비철제품,전기연,99.99%이상,Ton," 3,460,000 ",2024,2024-07-12,10," 34,600,000 ",2024-06-26,2024-08-01,36
AC-ABM-00001,비철제품,주석(석괴),99.99%이상,kg," 44,200 ",2024,2024-05-26,12," 530,400 ",2024-05-20,2024-10-09,142
AC-ABN-00001,비철제품,망간,99.98%이상,kg," 2,750 ",2024,2024-08-19,32," 88,000 ",2024-08-08,2024-09-19,42
AC-ABO-00001,비철제품,연판,1*909*1818mm,매," 77,300 ",2024,2024-02-17,2," 154,600 ",2024-02-12,2024-03-25,42
AC-AID-00001,비철제품,봉땜납,Sn50%,kg," 34,000 ",2024,2024-02-07,30," 1,020,000 ",2024-01-28,2024-06-21,145
AC-ABQ-00001,비철제품,알루미늄판,0.4*400*1200mm(A1050),kg," 6,190 ",2024,2024-04-11,16," 99,040 ",2024-03-16,2024-07-08,114
AC-ABR-00001,비철제품,알루미늄관,22*1.0mm  3m,본," 4,140 ",2024,2024-02-06,7," 28,980 ",2024-01-08,2024-02-25,48
AD-ABS-00001,골재 및 목재,모래,"강모래, 시내도착도 (서울)",㎥," 42,000 ",2024,2024-12-20,48," 2,016,000 ",2024-11-29,2025-01-12,44
AD-ABT-00001,골재 및 목재,자연자갈,#57  25mm 시내도착도 (서울),㎥," 31,000 ",2024,2024-05-05,2," 62,000 ",2024-05-02,2024-09-07,128
AD-ABU-00001,골재 및 목재,쇄석자갈,#467  40mm  시내도착도 (서울),㎥," 31,000 ",2024,2024-04-05,41," 1,271,000 ",2024-03-14,2024-07-08,116
AD-ABV-00001,골재 및 목재,시멘트(보통),40Kg(포장품) (서울),포," 7,400 ",2024,2024-12-12,11," 81,400 ",2024-11-27,2024-12-23,26
AD-ABW-00001,골재 및 목재,백시멘트,40Kg/Net (서울),포," 16,000 ",2024,2024-06-26,17," 272,000 ",2024-06-06,2024-10-22,138
